Betreiber,Straße,Hausnummer,Postleitzahl,Ort,Bundesland,Breitengrad,Längengrad,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Steckertypen2,P2 [kW],Steckertypen3,P3 [kW],Steckertypen4,P4 [kW]
Stadtwerke Kiel AG,Ruthkamp,71,24111,Kiel,Schleswig-Holstein,54.305614,10.078033,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
famila,Seekoppelweg,2,24113,Kiel,Schleswig-Holstein,54.29931,10.086533,72.0,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,DC Kupplung Combo,50.0,"DC Kupplung Combo, DC CHAdeMO",50.0,,
Stadtwerke Kiel AG,Uhlenkrog,32,24113,Kiel,Schleswig-Holstein,54.309755,10.096843,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",11,"AC Steckdose Typ 2, AC Schuko",11.0,,,,
Stadtwerke Kiel AG,Uhlenkrog,32,24113,Kiel,Schleswig-Holstein,54.309755,10.096843,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",11,"AC Steckdose Typ 2, AC Schuko",11.0,,,,
Stadtwerke Kiel AG,Uhlenkrog,32,24113,Kiel,Schleswig-Holstein,54.309755,10.096843,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Kiel AG,Uhlenkrog,32,24113,Kiel,Schleswig-Holstein,54.309755,10.096843,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Kiel AG,Uhlenkrog,32,24113,Kiel,Schleswig-Holstein,54.309755,10.096843,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Kiel AG,Uhlenkrog,32,24113,Kiel,Schleswig-Holstein,54.309755,10.096843,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Kiel AG,Uhlenkrog,32,24113,Kiel,Schleswig-Holstein,54.309755,10.096843,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Kiel AG,Uhlenkrog,32,24113,Kiel,Schleswig-Holstein,54.309755,10.096843,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Kiel AG,Mühlendamm,1,24113,Kiel,Schleswig-Holstein,54.312325,10.09947,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",11,"AC Steckdose Typ 2, AC Schuko",11.0,,,,
Stadtwerke Kiel AG,Mühlendamm,1,24113,Kiel,Schleswig-Holstein,54.312325,10.09947,70.0,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0
Comfort Charge,Rendsburger Landstr,91,24113,Kiel,Schleswig-Holstein,54.304065,10.106587,150.0,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150,AC Steckdose Typ 2,22.0,AC Kupplung Typ 2,22.0,,
Mer Germany GmbH,Hamburger Chaussee,163,24113,Kiel,Schleswig-Holstein,54.3001675,10.1080173,50.0,Schnellladeeinrichtung,2,DC Kupplung Combo,50,AC Steckdose Typ 2,22.0,,,,
Gemeinschaftssiedlung Alte Gärtnerei e.V.,Alte Gärtnerei,2,24113,Kiel,Schleswig-Holstein,54.300157,10.115232,11.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
Stadtwerke Kiel AG,Krummbogen,80,24113,Kiel,Schleswig-Holstein,54.295565,10.116125,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
IKEA Deutschland GmbH,Westring,1,24114,Kiel,Schleswig-Holstein,54.3140536,10.1073088,42.0,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,"DC Kupplung Combo, DC CHAdeMO",20.0,,,,
IKEA Deutschland GmbH,Westring,1,24114,Kiel,Schleswig-Holstein,54.3140536,10.1073088,42.0,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,"DC Kupplung Combo, DC CHAdeMO",20.0,,,,
Lidl,Kirchhofallee,68,24114,Kiel-Südfriedhof,Schleswig-Holstein,54.3160379,10.118283,93.0,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",50,"AC Kupplung Typ 2, DC Kupplung Combo",50.0,"AC Kupplung Typ 2, DC CHAdeMO",44.0,,
Mer Germany GmbH,Königsweg,76-78,24114,Kiel,Schleswig-Holstein,54.3121589,10.1248089,50.0,Schnellladeeinrichtung,2,DC Kupplung Combo,50,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Kiel AG,Sophieblatt,48,24114,Kiel,Schleswig-Holstein,54.314002,10.130271,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
iSATT GmbH,Kaistraße,80,24114,Kiel,Schleswig-Holstein,54.3122,10.1311,88.0,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0
Comfort Charge,Kronshagener Weg,101,24116,Kiel,Schleswig-Holstein,54.3264,10.10483,150.0,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150,AC Steckdose Typ 2,22.0,AC Kupplung Typ 2,22.0,,
Markant,Alte Weide,4-10,24116,Kiel,Schleswig-Holstein,54.33113415,10.11332206,72.0,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",50,"AC Steckdose Typ 2, AC Kupplung Typ 2",11.0,"AC Steckdose Typ 2, AC Kupplung Typ 2",11.0,,
Stadtwerke Kiel AG,Stephan-Heinzel-Straße,2,24116,Kiel,Schleswig-Holstein,54.322811,10.121924,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Kiel AG,Stephan-Heinzel-Straße,2,24116,Kiel,Schleswig-Holstein,54.322894,10.121994,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
famila,Preetzer Straße,298,24116,Kiel,Schleswig-Holstein,54.299085,10.167869,72.0,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,DC Kupplung Combo,50.0,"DC Kupplung Combo, DC CHAdeMO",50.0,,
Autohaus Hansa Nord GmbH,Holzkoppelweg,1-3,24118,Kiel,Schleswig-Holstein,54.336739,10.113312,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Autohaus Hansa Nord GmbH,Holzkoppelweg,1-3,24118,Kiel,Schleswig-Holstein,54.336739,10.113312,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Autohaus Hansa Nord GmbH,Holzkoppelweg,1-3,24118,Kiel,Schleswig-Holstein,54.336739,10.113312,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
nikola-tesla-parkhaus,Koboldstr.,1,24118,Kiel,Schleswig-Holstein,54.34162519,10.12367035,22.0,Normalladeeinrichtung,2,AC Kupplung Typ 2,11,AC Kupplung Typ 2,11.0,,,,
nikola-tesla-parkhaus,Koboldstr.,1,24118,Kiel,Schleswig-Holstein,54.34162519,10.12367035,22.0,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22.0,,,,
nikola-tesla-parkhaus,Koboldstr.,1,24118,Kiel,Schleswig-Holstein,54.34162519,10.12367035,22.0,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22.0,,,,
nikola-tesla-parkhaus,Koboldstr.,1,24118,Kiel,Schleswig-Holstein,54.34162519,10.12367035,22.0,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22.0,,,,
nikola-tesla-parkhaus,Koboldstr.,1,24118,Kiel,Schleswig-Holstein,54.34162519,10.12367035,22.0,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22.0,,,,
nikola-tesla-parkhaus,Koboldstr.,1,24118,Kiel,Schleswig-Holstein,54.34162519,10.12367035,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
nikola-tesla-parkhaus,Koboldstr.,1,24118,Kiel,Schleswig-Holstein,54.34162519,10.12367035,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
nikola-tesla-parkhaus,Koboldstr.,1,24118,Kiel,Schleswig-Holstein,54.34162519,10.12367035,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
nikola-tesla-parkhaus,Koboldstr.,1,24118,Kiel,Schleswig-Holstein,54.34162519,10.12367035,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
nikola-tesla-parkhaus,Koboldstr.,1,24118,Kiel,Schleswig-Holstein,54.34162519,10.12367035,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
nikola-tesla-parkhaus,Koboldstr.,1,24118,Kiel,Schleswig-Holstein,54.34162519,10.12367035,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
nikola-tesla-parkhaus,Koboldstr.,1,24118,Kiel,Schleswig-Holstein,54.34162519,10.12367035,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
nikola-tesla-parkhaus,Koboldstr.,1,24118,Kiel,Schleswig-Holstein,54.34162519,10.12367035,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
nikola-tesla-parkhaus,Koboldstr.,1,24118,Kiel,Schleswig-Holstein,54.34162519,10.12367035,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
Stadtwerke Kiel AG,Gutenbergstraße,18,24118,Kiel,Schleswig-Holstein,54.331998,10.124219,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Pfalzwerke AG,Theodor-Heuss-Ring,0,24143,Kiel,Schleswig-Holstein,54.301587,10.142067,150.0,Schnellladeeinrichtung,2,DC Kupplung Combo,150,DC Kupplung Combo,150.0,,,,
Pfalzwerke AG,Theodor-Heuss-Ring,0,24143,Kiel,Schleswig-Holstein,54.301587,10.142067,150.0,Schnellladeeinrichtung,2,DC Kupplung Combo,150,DC Kupplung Combo,150.0,,,,
Pfalzwerke AG,Theodor-Heuss-Ring,0,24143,Kiel,Schleswig-Holstein,54.301587,10.142067,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Kiel AG,Elisabethstraße,28,24143,Kiel,Schleswig-Holstein,54.314645,10.148645,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
famila,Grot Steenbusch,35,24145,Kiel,Schleswig-Holstein,54.28379844,10.1321071,72.0,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,DC Kupplung Combo,50.0,"DC Kupplung Combo, DC CHAdeMO",50.0,,
GP JOULE Connect GmbH,Edisonstr.,8,24145,Kiel,Schleswig-Holstein,54.274,10.146,88.0,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0
GP JOULE Connect GmbH,Edisonstr.,8,24145,Kiel,Schleswig-Holstein,54.274,10.146,88.0,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0
GP JOULE Connect GmbH,Edisonstr.,8,24145,Kiel,Schleswig-Holstein,54.274,10.146,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Vater Holding GmbH,Liebigstr.,26,24145,Kiel,Schleswig-Holstein,54.280648,10.146572,22.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
Comfort Charge,Bunsenstr,29,24145,Kiel,Schleswig-Holstein,54.28289,10.15341,150.0,Schnellladeeinrichtung,4,DC Kupplung Combo,150,DC Kupplung Combo,50.0,AC Steckdose Typ 2,22.0,AC Kupplung Typ 2,22.0
Allego GmbH,Edisonstr.,44,24145,Kiel,Schleswig-Holstein,54.277796,10.161327,93.0,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,AC Kupplung Typ 2,43.0,,,,
Lidl,Preetzer Str.,306,24147,Kiel-Elmschenhagen,Schleswig-Holstein,54.2973082,10.1692359,93.0,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",50,"AC Kupplung Typ 2, DC Kupplung Combo",50.0,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,
Stadtwerke Kiel AG,Am Seefischmarkt,9,24148,Kiel,Schleswig-Holstein,54.325786,10.179754,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Mer Germany GmbH,Klausdorfer Weg,173,24148,Kiel,Schleswig-Holstein,54.3180573,10.1808484,35.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,24,AC Steckdose Typ 2,11.0,,,,
Stadtwerke Kiel AG,Luisenstraße,13,24149,Kiel,Schleswig-Holstein,54.330644,10.179838,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",11,"AC Steckdose Typ 2, AC Schuko",11.0,,,,
Schmerzklinik Kiel GmbH & Co KG,Heikendorfer Weg,9-27,24149,Kiel,Schleswig-Holstein,54.32888043,10.18360077,11.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,
Schmerzklinik Kiel GmbH & Co KG,Heikendorfer Weg,9-27,24149,Kiel,Schleswig-Holstein,54.32885861,10.18366403,11.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,
Stadtwerke Kiel AG,Kanalstraße,39,24159,Kiel,Schleswig-Holstein,54.369965,10.14219,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Kiel AG,Kanalstraße,39,24159,Kiel,Schleswig-Holstein,54.369931,10.142282,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Emil Frey Küstengarage GmbH,Friedrichsorter Str.,74,24159,Kiel,Schleswig-Holstein,54.402239,10.166537,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,AC Steckdose Typ 2,11.0,,,,
Stadtwerke Kiel AG,Drachenbahn,12,24159,Kiel,Schleswig-Holstein,54.42847,10.168053,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Kiel AG,An der Schanze,38,24159,Kiel,Schleswig-Holstein,54.394234,10.174605,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Allego GmbH,Moislinger Allee,56,2355,Lübeck,Schleswig-Holstein,53.858942,10.671009,150.0,Schnellladeeinrichtung,2,DC Kupplung Combo,150,DC Kupplung Combo,150.0,,,,
Stadtwerke Lübeck GmbH,Beckergrube,33,23552,Lübeck,Schleswig-Holstein,53.8696089,10.68481,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Lübeck GmbH,Musterbahn,19,23552,Lübeck,Schleswig-Holstein,53.860044,10.685351,80.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
GP JOULE Connect GmbH,Königstraße,84-96,23552,Lübeck,Schleswig-Holstein,53.865102,10.686306,22.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
Stadtwerke Lübeck GmbH,Mühlenstraße,37,23552,Lübeck,Schleswig-Holstein,53.8632242,10.68696194,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Lübeck GmbH,Kanalstraße,1,23552,Lübeck,Schleswig-Holstein,53.873147,10.693202,80.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Lübeck GmbH,Hüxterdamm,3,23552,Lübeck,Schleswig-Holstein,53.864929,10.6940195,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Lübeck GmbH,Hüxterdamm,3,23552,Lübeck,Schleswig-Holstein,53.864929,10.69402,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Lübeck GmbH,Hüxterdamm,3,23552,Lübeck,Schleswig-Holstein,53.864929,10.69402,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Lübeck GmbH,Hüxterdamm,3,23552,Lübeck,Schleswig-Holstein,53.864929,10.69402,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
"Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld",Fackenburger Allee,66,23554,Lübeck,Schleswig-Holstein,53.875186,10.664783,22.0,Normalladeeinrichtung,2,AC Kupplung Typ 2,11,AC Kupplung Typ 2,11.0,,,,
"Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld",Fackenburger Allee,66,23554,Lübeck,Schleswig-Holstein,53.8745665,10.66604124,22.0,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22.0,,,,
"Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld",Fackenburger Allee,66,23554,Lübeck,Schleswig-Holstein,53.87458864,10.66605466,22.0,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22.0,,,,
"Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld",Fackenburger Allee,66,23554,Lübeck,Schleswig-Holstein,53.87452064,10.66608282,22.0,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22.0,,,,
"Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld",Fackenburger Allee,66,23554,Lübeck,Schleswig-Holstein,53.87445265,10.66612708,22.0,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22.0,,,,
"Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld",Fackenburger Allee,66,23554,Lübeck,Schleswig-Holstein,53.87450958,10.66612708,22.0,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22.0,,,,
"Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld",Fackenburger Allee,66,23554,Lübeck,Schleswig-Holstein,53.87459381,10.66629252,22.0,Normalladeeinrichtung,2,AC Kupplung Typ 2,11,AC Kupplung Typ 2,11.0,,,,
"Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld",Fackenburger Allee,66,23554,Lübeck,Schleswig-Holstein,53.87467403,10.6665455,22.0,Normalladeeinrichtung,2,AC Kupplung Typ 2,11,AC Kupplung Typ 2,11.0,,,,
Autohaus Evers GmbH & Co. KG,b. d. Lohmühle,6,23554,Lübeck,Schleswig-Holstein,53.876244,10.666962,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,AC Steckdose Typ 2,11.0,,,,
Allego GmbH,Bei der Lohmuehle,11A,23554,Lübeck,Schleswig-Holstein,53.879667,10.668114,320.0,Schnellladeeinrichtung,2,DC Kupplung Combo,80,DC Kupplung Combo,320.0,,,,
Allego GmbH,Bei der Lohmuehle,11A,23554,Lübeck,Schleswig-Holstein,53.879667,10.668114,320.0,Schnellladeeinrichtung,2,DC Kupplung Combo,80,DC Kupplung Combo,320.0,,,,
Aral Pulse,Fackenburger Allee,20,23554,Lübeck,Schleswig-Holstein,53.87057496,10.66981137,300.0,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300,DC Kupplung Combo,300.0,,,,
Aral Pulse,Fackenburger Allee,20,23554,Lübeck,Schleswig-Holstein,53.87057496,10.66981137,300.0,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300,DC Kupplung Combo,300.0,,,,
ORLEN Deutschland GmbH,Bei der Lohmühle,54,23554,Lübeck,Schleswig-Holstein,53.8784993,10.6700796,122.0,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
Stadtwerke Lübeck GmbH,Willy-Brandt-Allee,9,23554,Lübeck,Schleswig-Holstein,53.86959,10.677125,80.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Lübeck GmbH,Herrenholz,14,23556,Lübeck,Schleswig-Holstein,53.85874717,10.62665999,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Lübeck GmbH,Herrenholz,14,23556,Lübeck,Schleswig-Holstein,53.85874717,10.62665999,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Lübeck GmbH,Herrenholz,14,23556,Lübeck,Schleswig-Holstein,53.85874717,10.62665999,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Lübeck GmbH,Herrenholz,14,23556,Lübeck,Schleswig-Holstein,53.85874717,10.62665999,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Lübeck GmbH,Herrenholz,14,23556,Lübeck,Schleswig-Holstein,53.85874717,10.62665999,22.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
Stadtwerke Lübeck GmbH,Herrenholz,14,23556,Lübeck,Schleswig-Holstein,53.85874717,10.62665999,22.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
Stadtwerke Lübeck GmbH,Herrenholz,14,23556,Lübeck,Schleswig-Holstein,53.85874717,10.62665999,22.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
EnBW mobility+ AG und Co.KG,Lohgerberstraße,3,23556,Lübeck,Schleswig-Holstein,53.8615,10.62874,150.0,Schnellladeeinrichtung,2,DC Kupplung Combo,150,DC Kupplung Combo,150.0,,,,
EnBW mobility+ AG und Co.KG,Lohgerberstraße,3,23556,Lübeck,Schleswig-Holstein,53.8615,10.62874,150.0,Schnellladeeinrichtung,2,DC Kupplung Combo,150,DC Kupplung Combo,150.0,,,,
EnBW mobility+ AG und Co.KG,Lohgerberstraße,3,23556,Lübeck,Schleswig-Holstein,53.8615,10.62874,300.0,Schnellladeeinrichtung,2,DC Kupplung Combo,300,DC Kupplung Combo,300.0,,,,
EnBW mobility+ AG und Co.KG,Lohgerberstraße,3,23556,Lübeck,Schleswig-Holstein,53.8615,10.62874,300.0,Schnellladeeinrichtung,2,DC Kupplung Combo,300,DC Kupplung Combo,300.0,,,,
Shell Deutschland GmbH,Padelügger Weg,41,23556,Lübeck,Schleswig-Holstein,53.856271,10.63592,360.0,Schnellladeeinrichtung,2,DC Kupplung Combo,180,DC Kupplung Combo,180.0,,,,
Shell Deutschland GmbH,Padelügger Weg,41,23556,Lübeck,Schleswig-Holstein,53.856271,10.63592,360.0,Schnellladeeinrichtung,2,DC Kupplung Combo,180,DC Kupplung Combo,180.0,,,,
Stadtwerke Lübeck GmbH,Artlenburger Straße,29,23556,Lübeck,Schleswig-Holstein,50.87168,10.66094,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Kolberger Platz,1,23558,Lübeck,Schleswig-Holstein,53.855361,10.66105,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Lübeck GmbH,Konrad-Adenauer-Str.,0,23558,Lübeck,Schleswig-Holstein,53.868244,10.674115,80.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
D-HL-RA_CL,Buchenstücken,14,23560,Lübeck,Schleswig-Holstein,53.827476,10.605554,22.0,Normalladeeinrichtung,1,AC Kupplung Typ 2,22,,,,,,
GP JOULE Connect GmbH,Schneewittchenweg,2,23560,Lübeck,Schleswig-Holstein,53.8414543,10.6283595,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Lübeck GmbH,Estlandring,6,23560,Lübeck,Schleswig-Holstein,53.8362,10.65053,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Allego GmbH,Oslostraße,2,23560,Lübeck,Schleswig-Holstein,53.832489,10.651147,150.0,Schnellladeeinrichtung,2,DC Kupplung Combo,150,DC Kupplung Combo,150.0,,,,
Stadtwerke Lübeck GmbH,Kruppstraße,4,23560,Lübeck,Schleswig-Holstein,53.843884,10.665327,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Lübeck GmbH,Quittenweg,1,23560,Lübeck,Schleswig-Holstein,53.83714,10.6703,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Lübeck GmbH,Geniner Straße,80,23560,Lübeck,Schleswig-Holstein,53.849043,10.674533,3.7,Normalladeeinrichtung,1,AC Steckdose Typ 2,3.7,,,,,,
E.ON Drive GmbH,Possehlstraße,4,23560,Lübeck,Schleswig-Holstein,53.853257,10.679905,93.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
