ID,Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4,ID
1498,IKEA Deutschland GmbH,Westring,1,,24114,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3140536,10.1073088,2018-12-01,42,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,"DC Kupplung Combo, DC CHAdeMO",20,,,,,,,,1498
1499,IKEA Deutschland GmbH,Westring,1,,24114,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3140536,10.1073088,2018-12-01,42,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,"DC Kupplung Combo, DC CHAdeMO",20,,,,,,,,1499
1500,Lidl,Kirchhofallee,68,,24114,Kiel-Südfriedhof,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3160379,10.118283,2021-03-26,93,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",50,,"AC Kupplung Typ 2, DC Kupplung Combo",50,,"AC Kupplung Typ 2, DC CHAdeMO",44,,,,,1500
1501,Mer Germany GmbH,Königsweg,76-78,1464,24114,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3121589,10.1248089,2022-03-18,50,Schnellladeeinrichtung,2,DC Kupplung Combo,50,,AC Steckdose Typ 2,22,,,,,,,,1501
1502,Stadtwerke Kiel AG,Sophieblatt,48,,24114,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.314002,10.130271,2018-12-15,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1502
1503,iSATT GmbH,Kaistraße,80,,24114,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3122,10.1311,2021-01-11,88,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,F78E ECdE b1C5 F2E2 F2ba 3EEb E52F Cd78 5d61 2004 1810 F3AC EE50 85F4 bC04 8d86 2EF7 F2 D7 FE5d 4F57 0638 0d37 0376 2C7E,AC Steckdose Typ 2,22,C423 b254 A21d 5F2E 3C63 5A94 F071 05dF 467A d339 dE3F 2338 10E0 6C4C 1d0b 0744 EA3d 1F4A 97b8 07E0 7A55 CA4b AE84 7FC5,AC Steckdose Typ 2,22,d493 9838 81A4 4850 59Eb d95C 6Eb1 F988 76F3 E516 bA6C 37F8 F6C3 2d3b 5b24 95AC 7C78 3bb2 30EA C491 6dF0 7E5F 544A 9CC2,AC Steckdose Typ 2,22,37A5 EA75 2C67 12A6 4d7C C5Fd 6274 95d3 3336 06Fb 83Cb EE36 A1d2 4777 21bA EbCA b419 d908 001d E949 0ddF EbEF 569F EA1b,1503
1504,Comfort Charge,Kronshagener Weg,101,,24116,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3264,10.10483,2020-10-31,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150,,AC Steckdose Typ 2,22,,AC Kupplung Typ 2,22,,,,,1504
1505,Markant,Alte Weide,4-10,,24116,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.33113415,10.11332206,2021-11-24,72,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",50,,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,,,,,1505
1506,Stadtwerke Kiel AG,Stephan-Heinzel-Straße,2,,24116,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.322811,10.121924,2017-01-02,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,9583 3dc2 1ee4 a34e 719a 8b6b 212d 9fe8 1614 36d2 7c8c 5240 299a d596 94bf eb41 cbb2 e11b 00c2 71d4 45a8 8ccb eb85 d1e1,"AC Steckdose Typ 2, AC Schuko",22,5de0 d9ed dc29 b3d3 d4f8 ae66 78c2 451c 3fea ec45 2e9e 9191 f375 0ce0 ebdf 9d6c b133 7de7 69b7 021d 4f64 62af 8129 1693,,,,,,,1506
1507,Stadtwerke Kiel AG,Stephan-Heinzel-Straße,2,,24116,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.322894,10.121994,2018-12-17,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1507
1508,famila,Preetzer Straße,298,,24116,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.299085,10.167869,2021-12-22,72,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,,DC Kupplung Combo,50,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,1508
1509,Autohaus Hansa Nord GmbH,Holzkoppelweg,1-3,,24118,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.336739,10.113312,2019-02-05,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1509
1510,Autohaus Hansa Nord GmbH,Holzkoppelweg,1-3,,24118,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.336739,10.113312,2019-02-10,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1510
1511,Autohaus Hansa Nord GmbH,Holzkoppelweg,1-3,,24118,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.336739,10.113312,2019-02-10,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1511
1512,nikola-tesla-parkhaus,Koboldstr.,1,,24118,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.34162519,10.12367035,2023-01-01,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,11,,AC Kupplung Typ 2,11,,,,,,,,1512
1513,nikola-tesla-parkhaus,Koboldstr.,1,,24118,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.34162519,10.12367035,2023-01-01,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,,,,,,,,1513
1514,nikola-tesla-parkhaus,Koboldstr.,1,,24118,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.34162519,10.12367035,2023-01-01,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,,,,,,,,1514
1515,nikola-tesla-parkhaus,Koboldstr.,1,,24118,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.34162519,10.12367035,2023-01-01,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,,,,,,,,1515
1516,nikola-tesla-parkhaus,Koboldstr.,1,,24118,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.34162519,10.12367035,2023-01-01,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,,,,,,,,1516
1517,nikola-tesla-parkhaus,Koboldstr.,1,,24118,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.34162519,10.12367035,2020-07-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1517
1518,nikola-tesla-parkhaus,Koboldstr.,1,,24118,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.34162519,10.12367035,2020-07-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1518
1519,nikola-tesla-parkhaus,Koboldstr.,1,,24118,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.34162519,10.12367035,2020-07-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1519
1520,nikola-tesla-parkhaus,Koboldstr.,1,,24118,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.34162519,10.12367035,2020-07-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1520
1521,nikola-tesla-parkhaus,Koboldstr.,1,,24118,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.34162519,10.12367035,2020-07-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1521
1522,nikola-tesla-parkhaus,Koboldstr.,1,,24118,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.34162519,10.12367035,2020-07-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1522
1523,nikola-tesla-parkhaus,Koboldstr.,1,,24118,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.34162519,10.12367035,2020-07-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1523
1524,nikola-tesla-parkhaus,Koboldstr.,1,,24118,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.34162519,10.12367035,2020-07-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1524
1525,nikola-tesla-parkhaus,Koboldstr.,1,,24118,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.34162519,10.12367035,2020-07-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1525
1526,Stadtwerke Kiel AG,Gutenbergstraße,18,,24118,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.331998,10.124219,2018-12-15,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1526
1527,Pfalzwerke AG,Theodor-Heuss-Ring,0,,24143,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.301587,10.142067,2021-12-14,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,,1527
1528,Pfalzwerke AG,Theodor-Heuss-Ring,0,,24143,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.301587,10.142067,2021-12-14,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,,1528
1529,Pfalzwerke AG,Theodor-Heuss-Ring,0,,24143,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.301587,10.142067,2021-12-14,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1529
1530,Stadtwerke Kiel AG,Elisabethstraße,28,,24143,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.314645,10.148645,2018-12-15,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1530
1531,famila,Grot Steenbusch,35,,24145,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.28379844,10.1321071,2021-07-15,72,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,,DC Kupplung Combo,50,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,1531
1532,GP JOULE Connect GmbH,Edisonstr.,8,,24145,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.274,10.146,2020-10-19,88,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0466 9EE6 8C80 432D C970 3BEC E7B6 36BB ED60 54F9 547A 3A95 459C 6F32 9021 CAB0 8C06 25D7 25A0 A24C 9C72 2F65 25B7 A860 19CF 1F28 1B76 F295 DED3 E534 28B4 5EB7 21,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0465 ECD9 9FDE 6E24 1D7F 3063 50B0 2201 3B66 0753 2A2A 59A9 C3BF D68A CDA9 49B6 99FD 5475 80F9 ABDD 7ECF E0FA EE77 7E81 5951 0BB7 9612 15AB 1A0D 1697 D8CC 7CDC 1,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0442 8D87 F12E 084C DA3F 96CB DBA0 5B0C 0749 6D31 DBF7 8990 82C4 0BCC 92E3 0C99 AE87 1E94 6F40 018D 5533 5C60 86CC 51AF 117E 7DF7 177B CB23 3A69 59CB 938F 5EB8 45,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 040C B7A9 95DF 0913 4CD4 49D0 8378 8798 3771 C79B A591 B8EE E7EC 0BA8 4AD5 5375 B5C8 9C05 6863 93AE 5BEA 8E1C F719 DE02 A993 C45D 6A4E D87E 04F5 7808 E231 A9D1 78,1532
1533,GP JOULE Connect GmbH,Edisonstr.,8,,24145,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.274,10.146,2020-10-19,88,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 041E EB54 78BE A33A C091 5E6C 6E27 E0E0 C95D 273A D8A1 7BA5 83C5 51EA 8BAD C4C7 867F 9317 0529 36B7 7C52 36ED A2EE 672E B518 377D 02A2 0997 BC85 B6DE 2B29 A811 F2,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04CF 485E 36DA 535A C0C5 D01D 62A9 FA9E FECF 92A5 E362 2057 35A9 68E7 B9E7 28CA 9EE0 E73C 9A01 99A2 4E8C D766 E6A3 B45D 4A50 2888 0E11 2342 4E49 1BBE BA71 85A2 3C,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04B3 2671 348E 8871 3077 E9B4 CBAB 2A34 090C C9F0 AE1A 8716 4CF7 C512 ABEB 4ADE A900 A41F EF9E 298E 9CC7 711D 9AB8 4E01 2F92 3DCB 9A20 B63B 3907 D5C1 BEE1 5EBB 1A,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0462 090D CA65 F00E 7C82 E855 C185 ACF5 76AF 5D1F CE97 E03A 3E9B 7C48 EF91 F6B7 6CCA A86E 9131 5FA1 9CBB 2F7B C89A 5BA3 D014 CC09 3346 7B4D 5901 161E 88B2 CB1A 24,1533
1534,GP JOULE Connect GmbH,Edisonstr.,8,,24145,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.274,10.146,2020-10-19,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0402 4B9E 6327 7F73 0D9E CF46 1EDA F81B C77A 0EEC 1949 D639 1BF8 2861 E7A9 E84E 3B6F 98C8 1E92 E070 87F3 5E39 2A5F 5F59 E923 062D 9D60 40B7 DC9A 8AB9 3F1D 6CA5 93,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04BA 4E06 B0A4 7646 F4FC 6E18 44A2 0CE0 F4D2 517D EB4E A4C9 E332 72B8 E1A4 20B3 CFBE FCD6 0136 05D5 5BDC 6418 359F A20D FB5A 746F BE93 F838 F5E6 34B6 43B4 6C20 4C,,,,,,,1534
1535,Vater Holding GmbH,Liebigstr.,26,,24145,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.280648,10.146572,2018-10-16,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,1535
1536,Comfort Charge,Bunsenstr,29,,24145,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.28289,10.15341,2020-09-13,150,Schnellladeeinrichtung,4,DC Kupplung Combo,150,,DC Kupplung Combo,50,,AC Steckdose Typ 2,22,,AC Kupplung Typ 2,22,,1536
1537,Allego GmbH,Edisonstr.,44,,24145,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.277796,10.161327,2017-05-19,93,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,,AC Kupplung Typ 2,43,,,,,,,,1537
1538,Lidl,Preetzer Str.,306,,24147,Kiel-Elmschenhagen,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.2973082,10.1692359,2021-04-23,93,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",50,,"AC Kupplung Typ 2, DC Kupplung Combo",50,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,1538
1539,Stadtwerke Kiel AG,Am Seefischmarkt,9,,24148,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.325786,10.179754,2018-12-15,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1539
1540,Mer Germany GmbH,Klausdorfer Weg,173,1463,24148,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3180573,10.1808484,2022-03-07,35,Schnellladeeinrichtung,2,AC Kupplung Typ 2,24,,AC Steckdose Typ 2,11,,,,,,,,1540
1541,Stadtwerke Kiel AG,Luisenstraße,13,,24149,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.330644,10.179838,2011-10-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",11,,"AC Steckdose Typ 2, AC Schuko",11,,,,,,,,1541
1542,Schmerzklinik Kiel GmbH & Co KG,Heikendorfer Weg,9-27,,24149,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.32888043,10.18360077,2022-01-01,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,,1542
1543,Schmerzklinik Kiel GmbH & Co KG,Heikendorfer Weg,9-27,,24149,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.32885861,10.18366403,2022-01-01,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,,1543
1544,Stadtwerke Kiel AG,Kanalstraße,39,,24159,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.369965,10.14219,2018-12-15,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1544
1545,Stadtwerke Kiel AG,Kanalstraße,39,,24159,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.369931,10.142282,2019-06-06,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1545
1546,Emil Frey Küstengarage GmbH,Friedrichsorter Str.,74,,24159,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.402239,10.166537,2021-05-19,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,,AC Steckdose Typ 2,11,,,,,,,,1546
1547,Stadtwerke Kiel AG,Drachenbahn,12,,24159,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.42847,10.168053,2018-12-15,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1547
1548,Stadtwerke Kiel AG,An der Schanze,38,,24159,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.394234,10.174605,2018-07-20,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1548
1549,Allego GmbH,Moislinger Allee,56,,02355,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.858942,10.671009,2023-02-01,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,3056301006072A8648CE3D020106052B8104000A034200047EC6A2EE3DF0B9CAEC88A37B6639A065A96F5F61E0130C0785E868F286C5B40D39451A824EAD4D14CC84D21A2E9CA1C83C0CAD5699401F1BABF2A0EA1DEA2CB0,DC Kupplung Combo,150,3056301006072A8648CE3D020106052B8104000A03420004C6CD284239B89FF7A22B261BF68720F7AC3467BBD56A5B326E21946EE7018331AE5CD4F5A2B6F09D627B74369D7AB86CD74CBC5C5D09F1A50305470A4EDC5A7E,,,,,,,1549
1550,Stadtwerke Lübeck GmbH,Beckergrube,33,,23552,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.8696089,10.68481,2017-03-29,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1550
1551,Stadtwerke Lübeck GmbH,Musterbahn,19,,23552,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.860044,10.685351,2016-08-29,80,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1551
1552,GP JOULE Connect GmbH,Königstraße,84-96,,23552,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.865102,10.686306,2020-01-21,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,"3 0593 0130 6072 A864 8CE3 D020 1060 82A8 648C E3D0 3010 7034 2000 4AED 54E6 20E0 246D FF57 9D81 9506 EB92 4E07 C6E9 B75A 0D7B 4A72 BF64 F40F 2474 A08F 534C B70A E4F5 67A1 10BF EBBC 1FA2 F6C5 0B78 308B BE52 0C3B 0A8F 5255 A5F7 1""",,,3 0593 0130 6072 A864 8CE3 D020 1060 82A8 648C E3D0 3010 7034 2000 4199 CD5E FDDD EB36 8162 97C6 9784 0CC7 F240 2292 0AFD F0C2 1845 D7DC 4334 A614 D5F5 BA52 0E98 0E32 C24F FFB6 A753 38CC 881D 1201 42F8 9A8B 54E1 35AE F7F4 3B90 E,,,,,,,1552
1553,Stadtwerke Lübeck GmbH,Mühlenstraße,37,,23552,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.8632242,10.68696194,2017-03-29,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1553
1554,Stadtwerke Lübeck GmbH,Kanalstraße,1,,23552,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.873147,10.693202,2016-09-30,80,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1554
1555,Stadtwerke Lübeck GmbH,Hüxterdamm,3,City Parkhaus Hüxstraße,23552,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.864929,10.6940195,2021-01-13,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1555
1556,Stadtwerke Lübeck GmbH,Hüxterdamm,3,City Parkhaus Hüxstraße,23552,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.864929,10.69402,2021-01-13,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1556
1557,Stadtwerke Lübeck GmbH,Hüxterdamm,3,City Parkhaus Hüxstraße,23552,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.864929,10.69402,2021-01-15,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1557
1558,Stadtwerke Lübeck GmbH,Hüxterdamm,3,City Parkhaus Hüxstraße,23552,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.864929,10.69402,2021-01-15,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1558
1559,"Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld",Fackenburger Allee,66,,23554,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.875186,10.664783,2021-05-01,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,11,,AC Kupplung Typ 2,11,,,,,,,,1559
1560,"Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld",Fackenburger Allee,66,,23554,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.8745665,10.66604124,2019-09-16,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,,,,,,,,1560
1561,"Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld",Fackenburger Allee,66,,23554,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.87458864,10.66605466,2019-09-16,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,,,,,,,,1561
1562,"Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld",Fackenburger Allee,66,,23554,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.87452064,10.66608282,2019-09-16,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,,,,,,,,1562
1563,"Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld",Fackenburger Allee,66,,23554,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.87445265,10.66612708,2019-12-30,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,,,,,,,,1563
1564,"Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld",Fackenburger Allee,66,,23554,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.87450958,10.66612708,2019-12-30,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,,,,,,,,1564
1565,"Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld",Fackenburger Allee,66,,23554,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.87459381,10.66629252,2021-05-01,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,11,,AC Kupplung Typ 2,11,,,,,,,,1565
1566,"Mercedes- Benz AG - Niederlassung Hamburg, Lübeck und Reinfeld",Fackenburger Allee,66,,23554,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.87467403,10.6665455,2021-05-01,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,11,,AC Kupplung Typ 2,11,,,,,,,,1566
1567,Autohaus Evers GmbH & Co. KG,b. d. Lohmühle,6,Direkt vor dem Ausstellungsraum des Autohauses.Fußläufig 15 min von der Altstadt entfernt.,23554,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.876244,10.666962,2022-03-04,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,,AC Steckdose Typ 2,11,,,,,,,,1567
1568,Allego GmbH,Bei der Lohmuehle,11A,,23554,Lübeck,Schleswig-Holstein,Kreisfreie Stadt Lübeck,53.879667,10.668114,2020-04-23,320,Schnellladeeinrichtung,2,DC Kupplung Combo,80,,DC Kupplung Combo,320,,,,,,,,1568
